,status,roundId,gameweek,teamsData,seasonId,dateutc,winner,venue,wyId,label,date,referees,duration,competitionId
3,Played,4405654,38,"{'1651': {'scoreET': 0, 'coachId': 8093, 'side': 'away', 'teamId': 1651, 'score': 0, 'scoreP': 0, 'hasFormation': 1, 'formation': {'bench': [{'playerId': 7976, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 64966, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 3278, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 4255, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 15526, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 8416, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 13451, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}], 'lineup': [{'playerId': 120, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 61961, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 8242, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 61390, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 9097, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 8086, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 26495, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 25950, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 247248, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 466, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 20855, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}], 'substitutions': [{'playerIn': 15526, 'playerOut': 120, 'minute': 57}, {'playerIn': 8416, 'playerOut': 61961, 'minute': 57}, {'playerIn': 13451, 'playerOut': 8242, 'minute': 71}]}, 'scoreHT': 0}, '1612': {'scoreET': 0, 'coachId': 14791, 'side': 'home', 'teamId': 1612, 'score': 4, 'scoreP': 0, 'hasFormation': 1, 'formation': {'bench': [{'playerId': 74, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 8392, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 8514, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 4908, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 8955, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 8140, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 351808, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}], 'lineup': [{'playerId': 25747, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 15808, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 120353, 'ownGoals': '2', 'redCards': '0', 'goals': '1', 'yellowCards': '0'}, {'playerId': 25393, 'ownGoals': '2', 'redCards': '0', 'goals': '1', 'yellowCards': '0'}, {'playerId': 286831, 'ownGoals': '2', 'redCards': '0', 'goals': '1', 'yellowCards': '0'}, {'playerId': 346101, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 222220, 'ownGoals': '2', 'redCards': '0', 'goals': '1', 'yellowCards': '0'}, {'playerId': 116, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 7964, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 15175, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 370, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}], 'substitutions': [{'playerIn': 8140, 'playerOut': 25747, 'minute': 74}, {'playerIn': 8955, 'playerOut': 15808, 'minute': 84}, {'playerIn': 351808, 'playerOut': 120353, 'minute': 84}]}, 'scoreHT': 2}}",181150,2018-05-13 14:00:00,1612,Anfield,2500092,"Liverpool - Brighton & Hove Albion, 4 - 0","May 13, 2018 at 4:00:00 PM GMT+2","[{'refereeId': 385704, 'role': 'referee'}, {'refereeId': 385919, 'role': 'firstAssistant'}, {'refereeId': 456216, 'role': 'secondAssistant'}]",Regular,364
17,Played,4405654,37,"{'1612': {'scoreET': 0, 'coachId': 14791, 'side': 'away', 'teamId': 1612, 'score': 0, 'scoreP': 0, 'hasFormation': 1, 'formation': {'bench': [{'playerId': 8955, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 74, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 8514, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 351808, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 286831, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 7964, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 4908, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}], 'lineup': [{'playerId': 8392, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '40'}, {'playerId': 222220, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 8319, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 25393, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 346101, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 15808, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 116, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 25747, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 15175, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 120353, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '39'}, {'playerId': 370, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}], 'substitutions': [{'playerIn': 7964, 'playerOut': 8392, 'minute': 59}, {'playerIn': 286831, 'playerOut': 222220, 'minute': 74}, {'playerIn': 4908, 'playerOut': 8319, 'minute': 89}]}, 'scoreHT': 0}, '1610': {'scoreET': 0, 'coachId': 20454, 'side': 'home', 'teamId': 1610, 'score': 1, 'scoreP': 0, 'hasFormation': 1, 'formation': {'bench': [{'playerId': 3551, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 40787, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 135103, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 8246, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 22889, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 105333, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 3360, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}], 'lineup': [{'playerId': 25707, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 8625, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '81'}, {'playerId': 8032, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '79'}, {'playerId': 26010, 'ownGoals': '2', 'redCards': '0', 'goals': '1', 'yellowCards': '0'}, {'playerId': 25553, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 14748, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 31528, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 28291, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 7887, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 3429, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '94'}, {'playerId': 3350, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}], 'substitutions': [{'playerIn': 105333, 'playerOut': 25707, 'minute': 86}, {'playerIn': 22889, 'playerOut': 8625, 'minute': 89}, {'playerIn': 3360, 'playerOut': 3350, 'minute': 93}]}, 'scoreHT': 1}}",181150,2018-05-06 15:30:00,1610,Stamford Bridge,2500082,"Chelsea - Liverpool, 1 - 0","May 6, 2018 at 5:30:00 PM GMT+2","[{'refereeId': 378952, 'role': 'referee'}, {'refereeId': 385005, 'role': 'firstAssistant'}, {'refereeId': 386718, 'role': 'secondAssistant'}, {'refereeId': 378951, 'role': 'fourthOfficial'}]",Regular,364
35,Played,4405654,36,"{'1639': {'scoreET': 0, 'coachId': 0, 'side': 'away', 'teamId': 1639, 'score': 0, 'scoreP': 0, 'hasFormation': 1, 'formation': {'bench': [{'playerId': 8017, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 399514, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 56429, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 7961, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 58978, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 7932, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 332605, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}], 'lineup': [{'playerId': 134, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 8747, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '36'}, {'playerId': 15054, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '42'}, {'playerId': 49971, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 207164, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 49872, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 8731, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 8094, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 107, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 25854, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 77548, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}], 'substitutions': [{'playerIn': 332605, 'playerOut': 134, 'minute': 52}, {'playerIn': 7932, 'playerOut': 8747, 'minute': 65}]}, 'scoreHT': 0}, '1612': {'scoreET': 0, 'coachId': 0, 'side': 'home', 'teamId': 1612, 'score': 0, 'scoreP': 0, 'hasFormation': 1, 'formation': {'bench': [{'playerId': 25393, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 286831, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 222220, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 8514, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 351808, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 8392, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 8319, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}], 'lineup': [{'playerId': 8955, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 346101, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 74, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 15808, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '0'}, {'playerId': 116, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 257899, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 7964, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 15175, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 120353, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 370, 'ownGoals': '2', 'redCards': '0', 'goals': '0', 'yellowCards': '88'}, {'playerId': 4908, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}], 'substitutions': [{'playerIn': 8392, 'playerOut': 8955, 'minute': 65}, {'playerIn': 8319, 'playerOut': 346101, 'minute': 65}]}, 'scoreHT': 0}}",181150,2018-04-28 11:30:00,0,Anfield,2500072,"Liverpool - Stoke City, 0 - 0","April 28, 2018 at 1:30:00 PM GMT+2","[{'refereeId': 385911, 'role': 'referee'}, {'refereeId': 385910, 'role': 'firstAssistant'}, {'refereeId': 385917, 'role': 'secondAssistant'}, {'refereeId': 381853, 'role': 'fourthOfficial'}]",Regular,364
41,Played,4405654,35,"{'1627': {'scoreET': 0, 'coachId': 0, 'side': 'home', 'teamId': 1627, 'score': 2, 'scoreP': 0, 'hasFormation': 1, 'formation': {'bench': [{'playerId': 25537, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 434159, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 8096, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 86308, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 346071, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 8686, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 7914, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}], 'lineup': [{'playerId': 8530, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 7853, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 8958, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 119951, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 3577, 'ownGoals': '0', 'redCards': '0', 'goals': '1', 'yellowCards': '0'}, {'playerId': 9414, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 8370, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 8360, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 8285, 'ownGoals': '0', 'redCards': '0', 'goals': '1', 'yellowCards': '0'}, {'playerId': 8358, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 5281, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}], 'substitutions': [{'playerIn': 7914, 'playerOut': 8530, 'minute': 71}, {'playerIn': 346071, 'playerOut': 7853, 'minute': 76}, {'playerIn': 8686, 'playerOut': 8958, 'minute': 89}]}, 'scoreHT': 0}, '1612': {'scoreET': 0, 'coachId': 14791, 'side': 'away', 'teamId': 1612, 'score': 2, 'scoreP': 0, 'hasFormation': 1, 'formation': {'bench': [{'playerId': 286831, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 346101, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 222220, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 8514, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 25393, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 15808, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 7868, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}], 'lineup': [{'playerId': 8955, 'ownGoals': '0', 'redCards': '0', 'goals': '1', 'yellowCards': '0'}, {'playerId': 25747, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 120353, 'ownGoals': '0', 'redCards': '0', 'goals': '1', 'yellowCards': '0'}, {'playerId': 74, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 8319, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 116, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 257899, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 7964, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 15175, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 370, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 4908, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '69'}], 'substitutions': [{'playerIn': 15808, 'playerOut': 8955, 'minute': 66}, {'playerIn': 7868, 'playerOut': 25747, 'minute': 66}, {'playerIn': 25393, 'playerOut': 120353, 'minute': 84}]}, 'scoreHT': 1}}",181150,2018-04-21 11:30:00,0,The Hawthorns,2500068,"West Bromwich Albion - Liverpool, 2 - 2","April 21, 2018 at 1:30:00 PM GMT+2","[{'refereeId': 385912, 'role': 'referee'}, {'refereeId': 385917, 'role': 'firstAssistant'}, {'refereeId': 385741, 'role': 'secondAssistant'}, {'refereeId': 381851, 'role': 'fourthOfficial'}]",Regular,364
50,Played,4405654,34,"{'1659': {'scoreET': 0, 'coachId': 8934, 'side': 'away', 'teamId': 1659, 'score': 0, 'scoreP': 0, 'hasFormation': 1, 'formation': {'bench': [{'playerId': 11061, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 9293, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 415747, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 20921, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 8351, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 11669, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 245813, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}], 'lineup': [{'playerId': 9739, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 8296, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 302518, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 9277, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 7989, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 9285, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 62224, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 8726, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 134102, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '15'}, {'playerId': 9279, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 9637, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}], 'substitutions': [{'playerIn': 245813, 'playerOut': 9739, 'minute': 58}, {'playerIn': 11669, 'playerOut': 8296, 'minute': 70}, {'playerIn': 8351, 'playerOut': 302518, 'minute': 73}]}, 'scoreHT': 0}, '1612': {'scoreET': 0, 'coachId': 14791, 'side': 'home', 'teamId': 1612, 'score': 3, 'scoreP': 0, 'hasFormation': 1, 'formation': {'bench': [{'playerId': 8955, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 8514, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 351808, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 4908, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 74, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 286831, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 8319, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}], 'lineup': [{'playerId': 25747, 'ownGoals': '0', 'redCards': '0', 'goals': '1', 'yellowCards': '0'}, {'playerId': 25393, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 346101, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 222220, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 7868, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '54'}, {'playerId': 116, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 7964, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 15175, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 120353, 'ownGoals': '0', 'redCards': '0', 'goals': '1', 'yellowCards': '0'}, {'playerId': 370, 'ownGoals': '0', 'redCards': '0', 'goals': 'null', 'yellowCards': '0'}, {'playerId': 15808, 'ownGoals': '2', 'redCards': '0', 'goals': '1', 'yellowCards': '0'}], 'substitutions': [{'playerIn': 8319, 'playerOut': 25747, 'minute': 77}, {'playerIn': 74, 'playerOut': 25393, 'minute': 83}, {'playerIn': 286831, 'playerOut': 15808, 'minute': 91}]}, 'scoreHT': 1}}",181150,2018-04-14 16:30:00,1612,Anfield,2500052,"Liverpool - AFC Bournemouth, 3 - 0","April 14, 2018 at 6:30:00 PM GMT+2","[{'refereeId': 385737, 'role': 'referee'}, {'refereeId': 381917, 'role': 'firstAssistant'}, {'refereeId': 384890, 'role': 'secondAssistant'}, {'refereeId': 379443, 'role': 'fourthOfficial'}]",Regular,364
